title,description,Brand,imageName,Tags,price,Variation,subcategory,category
WULF MODS MICRO PLUS,"
                Wulf Mods Micro Plus

The Wulf Micro Plus by Wulf Mods is an innovative portable vaporizer that was designed to produce an incredible vape experience. Adding to its versatility, the Wulf Micro Plus has four variable voltage settings including 2.8V, 3.4V, 3.7V and 4.2V. This upgraded device also employs magnetic adapters that help keep the cartridge in place as well as switching out a breeze. Combing a powerful performance and functionality, the Wulf Micro Plus by Wulf Mods is the perfect addition to any vaper’s collection.

Wulf Mods Micro Plus Features:


 Dimensions: 50.8mm x 25.4mm Compatible up to 14mm Cartridges Four (4) Voltage SettingsThree (3) Clicks to Adjust Voltage Green - 2.8VBlue - 3.4VYellow - 3.7VRed - 4.2VPreheat Function Functionality Power 2 x for 15 Seconds for Preheat Cycle Power 1 x to Pause Preheat Cycle Micro USB ChargingRed - While Charging Blue - Charging Complete High-Rate Discharge Lithium-Ion Battery Single Button Firing Mechanism Five (5) Clicks to Turn On/Off 


Wulf Mods Micro Plus Include


 1 x Wulf Mods Micro Plus Battery 1 x Wulf Micro Cartridge 1 x Wulf Micro User Manual 1 x Wulf SLK USB Charger 2 x Magnetic Adapters  WARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.




SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 

                              ","BRAND:
WULF",WULF MODS MICRO PLUS.png,"NEW,HOT,HOT_HOMEPAGE,CBD BATTERY","$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00","BLACK TECH,BLUE SPLATTER,GOLD,GREEN SPLATTER,GUNMETAL,RAINBOW,RED SPLATTER,SILVER,YELLOW SPLATTER",CARTRIDGE BATTERIES,BATTERIES & CHARGER
LEAF BUDDI TH-420 VARIABLE VOLTAGE,"
                 The TH-420 has unique and special design and features adjustable working voltage: 3.4V-3.7V-4.0V. Different colored light indicate current battery power. This device has beautiful smooth surface that rest comfortably in your hand while being very small and convenient in size. The atomizer is smartly inserted and locked in the box by a magnetic connector. Be sure to pick up your TH-420 Today!Features:Size: 35mm(L)*21mm(W)*57mm(H)Variable Voltage - 3.4V, 3.7V, 4.0V650mAh BatteryMagnetic 510 ConnectorManual ButtonMicro USB ChargingAdapter for 1ML and 0.5ML CartridgesIncluded:TH-420 Box Mod0.5ML CCell Cartridge - 1.2 OhmUSB Charger
                              ","BRAND:
LEAF BUDDI",LEAF BUDDI TH-420 VARIABLE VOLTAGE.png,,"$10.00,$10.00,$10.00,$10.00,$10.00","BLACK,BLUE,GOLD,RED,WHITE",CARTRIDGE BATTERIES,BATTERIES & CHARGER
OOZE DUPLEX EXTRACT 2 IN 1 VAPE KIT,"
                 Ever wanted a device that can serve all your smoke needs? The time is now! Introducing the Ooze DUPLEX!  Voted Best Vaporizer by High Times at Cannabis Cup Michigan, the Duplex is the number one vape on the market. With functionality for cartridges and product specific coils, the Duplex is the new convenient way to smoke your all your favorite products.This vaporizer features 4 temperature settings (3.4V, 3.6V, 3.8V, 4.0V) and a 15 second preheat mode option. The trigger style button brings your smoking experience to life at the palm of your hands like never before. With its magnetic connection to the device, ceramic glass oil tank, dual quartz tank, and its 1000 mAh Adjustable Battery, the Duplex is one baaaad vaporizer. OOZE DUPLEX EXTRACT 2 IN 1 VAPE KIT FEATURES:Compatible with cartridges and coils15 second Preheat ModeAdjustable TemperatureVoltage Options (3.4V, 3.6V, 3.8V, 4.0V)Trigger style button1000mAh Battery510 ThreadMagnetic thread for cartridge1ml Glass Oil TankDual Quartz Wax TankRechargeableMicro USB ChargerAvailable Colors: Black | Silver | White | Rainbow | GoldPACKAGE INCLUDES:1 OOZE Duplex Extract 2 in 1 KitWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
OOZE",OOZE DUPLEX EXTRACT 2 IN 1 VAPE KIT.png,"CBD BATTERY,OOZE CBD BATTERY","$25.00,$30.00,$30.00,$25.00,$25.00","BLACK,GOLD,RAINBOW,SILVER,WHITE",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EXXUS SNAP VV 4TEMP KIT,"
                Exxus Snap Kit

The Exxus Snap VV Variable Voltage Cartridge Vaporizer gives you enhanced functionality in a compact package. It's both sleek and powerful. With the simple press of a button, you can select one of four voltage settings to define your perfect vape. Just like the original Snap, this device offers convenience in its magnetic connector.




Exxus Snap Kit Include


 ﻿Snap Battery1.0 ml Glass cart with Zirconia FiberShort Magnetic ConnectorLong Magnetic ConnectorWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s
parent and subsidiary companies are not held responsible for any damage for any
modification of the batteries, chargers, devices and other products that we
carry in any form or shape, this is including pack making. 



SunshineNovelty.com and any or all of SunshineNovelty.com’s
parent and subsidiary companies will not be held responsible or liable for any
injury, damage, or defect, permanent or temporary that may be caused by the
improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly.

                              ","BRAND:
EXXUS",EXXUS SNAP VV 4TEMP KIT.png,"NEW,CBD BATTERY EXXUS SNAP KIT","$18.00,$23.00,$18.00,$18.00,$18.00,$18.00,$20.00,$18.00,$20.00,$20.00","BLACK,GOLD,GUNMETAL,PEARL,RAINBOW,RED,ROUGE,SILVER,UNICORN,VADER",CARTRIDGE BATTERIES,BATTERIES & CHARGER
YOCAN HIVE 2.0 650MAH WAX ALL IN ONE KIT,"
                Yocan Hive 2.0 650mAh Wax All In One Kit The Hive 2.0 is a special device designed for both juices as well as concentrates with the two special atomizers included in the kit. The heating element is constructed out of a quartz coil which provides the purest taste and guarantees a clean vapor. The atomizer is a top fill unit that features a leak proof design to avoid any unwanted messes and loss of any essential oils. The atomizer is also secured by a magnetic connection, this way the atomizer can be locked and loaded without having to worry about stripping any precious threads. Given its compact and portable size, the Hive 2.0 features a simple design and is small enough to fit in the palm of your hand to keep it discreet and stealthy for maximum potability for on-the-go usage. The 650mAh internal battery is easily charged through the micro USB port. To know what charge the internal battery is at, the Hive 2.0 features and intelligent battery indicator to let the user know how much battery is left in the unit.Yocan Hive 2.0 650mAh Wax All In One Kit Features:Discreet AIO deviceSuitable for juice and concentrateConnected by magnetic connectionVoltage adjustable (Low/Middle/High)Window and USB chargingCompact and portableAvailable Colors:Black | Silver | Gold | Red | Blue | Rainbow | Rasta | CamouflagePackage Includes:1x Yocan Hive 2.0 Box Mod1 x Juice Atomizer1 x Concentrated Atomizer1 x Connector1 x Pick Tool1 x User Manual1 x Micro USB cableWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 



                              ","BRAND:
YOCAN",YOCAN HIVE 2.0 650MAH WAX ALL IN ONE KIT.png,"CBD BATTERY,CARTRIDGE BATTERY,YOCAN","$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00","BLACK,BLUE,GOLD,RAINBOW,RASTA,RED,SILVER",CARTRIDGE BATTERIES,BATTERIES & CHARGER
OOZE SLIM PEN TWIST BATTERY W-USB SMART CHARGER,"
                 Forget all vape pens you've smoked before...the Ooze Slim Pen Twist battery blows all other vaporizers out of the water! Featuring the new preheat mode (15 seconds of continuous heating without holding the button) and adjustable temperature settings, the Slim Pen Twist Battery is perfect for anyone just starting to use cartridges or your everyday veteran. Compatible with all oil, concentrate, and essential oil cartridges with a 510 thread, and voltage settings range from 3.3V to 4.8V.  OOZE SLIM PEN TWIST BATTERY W/USB SMART CHARGER FEATURES:Ooze 320 mAh BatteryPreheat modeAdjustable Voltage: 3.3V - 4.8V15 Seconds Hold TimeFits all 510 Thread USB Smart ChargerSmart USB Rapid Charge Auto Safety Shut off Preserves Battery Cells Charger NOT IncludedPackage Includes:1 x OOZE Slim Pen Twist Battery with USB Smart ChargerWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
OOZE",OOZE SLIM PEN TWIST BATTERY W-USB SMART CHARGER.png,"VAPE BATTERY,VAPORIZER,PEN BATTERY,CARTRIDGE BATTERY","$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00","BLACK,CHROME,GREEN,ORANGE,PINK,PURPLE,RAINBOW,RASTA,ROSE GOLD,TEAL BLUE",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EXXUS TAP VV BATTERY,"
                Exxus Tap VV Battery 

The Exxus Tap VV touch activated battery is designed to be simple and easy to use. The output power can be changed from anywhere between 3.3V and 4.2V. A single tap to the power sensor at the bottom activates the battery and in turn allows it to reach it's maximum level of power within ten seconds. The power sensor is also how you initiate voltage adjustment, preheating, and stopping the device. One tap stops the device's functions, two taps starts the preheating process, and three taps adjusts the voltage output. A side light display indicates the current voltage of the device. Blue means 3.3V, green means 3.7V, yellow means 3.9V, and red means 4.2V. With a 510 thread attachment component, the Exxus Tap can fit a large collective of tanks on the market 

Exxus Tap VV Battery Features:


 Pen style design and 510 Thread Tank attachmentPower Sensor Tap SetupFour Voltage SettingsRed 4.2VYellow 3.9VGreen 3.7VBlue 3.3VPreheat Function


Exxus Tap VV Battery Include


 1 Exxus Tap VV Cartridge Vaporizer1 USB ChargerWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s
parent and subsidiary companies are not held responsible for any damage for any
modification of the batteries, chargers, devices and other products that we
carry in any form or shape, this is including pack making. 



SunshineNovelty.com and any or all of SunshineNovelty.com’s
parent and subsidiary companies will not be held responsible or liable for any
injury, damage, or defect, permanent or temporary that may be caused by the
improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly.

                              ","BRAND:
EXXUS",EXXUS TAP VV BATTERY.png,CBD BATTERY EXXUS TAP VV BATTERY,"$6.00,$6.00,$6.00,$6.00,$6.00,$6.00,$6.00,$6.00,$6.00","BLACK,COSMIC BLACK,COSMIC BLUE,COSMIC GREEN,GUN METAL,PEARL,RAINBOW,STAINLESS,WHITE",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EXXUS SLIM AUTO DRAW BATTERY,"
                Exxus Slim Auto Draw Battery

The Exxus Slim Auto Draw Cartridge Vaporizer is a pen style, simplistic battery unit. This uncomplicated device takes its easy functionality and integrates it with peak performance. The lithium ion battery is easily recharged with the included USB component. The attachment slot has a 510 threading which is a near universal standard within the vaping industry. Because the Exxus Slim is an automatic device, a few puffs starts the priming process for vapers. 




Exxus Slim Auto Draw Battery Include


 1 x Exxus Slim Auto Draw Battery1 x USB ChargerColors: Black, White, Red, Cosmic Blue, Rainbow

 
                              ","BRAND:
EXXUS",EXXUS SLIM AUTO DRAW BATTERY.png,CBD BATTERY,"$3.50,$3.50,$3.50,$3.50,$3.50","Black,Cosmic Blue,Rainbow,Red,White",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EXXUS SLIM VV BATTERY,"
                Exxus Slim VV BatteryExxus Slim VV is a variable voltage device, so the output voltage can be tweaked to hit anywhere between 2.6V and 4V. With a ten second heat up interval, this device is perfect for creating quick, satisfying sessions. If you want a minimalist vape that still functions better than off the shelf cartridges then this will take care of you

Exxus Slim VV Battery Features:


 Variable voltage one-button vapeUSB chargerClick 3x to change voltage 2.6-4vHold button to hitCompatible with oil vape cartridges (cartridge not included)Colors: Blue, Green, White, Gunmetal, Rainbow, and Stainless


 

 
                              ","BRAND:
EXXUS",EXXUS SLIM VV BATTERY.png,CBD BATTERY,"$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00,$5.00","BLACK,BLUE,COSMIC BLACK,COSMIC BLUE,COSMIC GREEN,GREEN,GUN METAL,RAINBOW,SILVER,WHITE",CARTRIDGE BATTERIES,BATTERIES & CHARGER
VERTEX PREHEAT BATTERY,"
                Vartex Preheat BatteryThis is a compact 350mAh variable voltage vaping battery with an ultra convenient preheating function.  You can change the voltage by clicking the button 3 times.  You can choose between 3.4V (Green Light), 3.7V (Blue Light), or 4.0V (Red Light).  The real stand out feature on is definitely the convenient preheating function that you can activate with 2 clicks of the button.  The battery also comes with built-in protections against short circuit and overcharging.Vartex Preheat Battery Features:
 Slim DesignPreheat SettingVariable VoltageCapacity: 350 mAhThreading: 510Working Voltage: 3.4v 3.7v 4.0V
Vartex Preheat Battery Include










  350 mAh Battery and ChargerWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s
parent and subsidiary companies are not held responsible for any damage for any
modification of the batteries, chargers, devices and other products that we
carry in any form or shape, this is including pack making. 



SunshineNovelty.com and any or all of SunshineNovelty.com’s
parent and subsidiary companies will not be held responsible or liable for any
injury, damage, or defect, permanent or temporary that may be caused by the
improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly.

                              ","BRAND:
VERTEX",VERTEX PREHEAT BATTERY.png,VERTEX PREHEAT BATTERY,"$2.50,$3.00","350mAh,650mAh",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EVOD TWIST BATTERY SERIES,"
                Evod Twist BatteryThis is a high-quality OEM eVOD battery by Vprocity. They are used by thousands of our satisfied customers! With variable voltage features, you can vape at your desired voltage! Higher voltage gives more vapor. The Vprocity eVOD Twist battery is compact, making it the most portable variable voltage device available. Vape for hours on a single charge from our high capacity battery cell.The battery's 510 thread is compatible with all of eGo Series atomizers and cartomizers, 510 Series atomizers and cartomizers. Charge this battery using an eGo USB ChargerEvod Twist Battery Features:Short Circuit Protection: When a short is detected, the battery will shutdown until the short is removed.Lockable: Press the button 5 times within 1.5 seconds to lock or unlock the battery. The battery LED will blink when switching modes. When the battery is in lock mode, the button is disabled.Atomizer Protection/Cutoff Timer: If the button is depressed for 10 seconds, the battery will shutoff until the button is released.Battery Monitoring/Over-Discharge Protection: The device will monitor the battery voltage and automatically turn off when the battery is discharged, preventing damage to the battery by overly depleting it. The LED will blink 5 times indicating that a charge is need.
Evod Twist Battery Include
 Variable Voltage Output: 3.3V – 4.8VDiameter: 0.65""Length: 4.52""Battery Capacity: 650/900/1,100 mAhThread: Compatible with all of eGo or 510 Series Atomizers
 













 
                              ","BRAND:
EVOD BATTERIES",EVOD TWIST BATTERY SERIES.png,EVOD TWIST BATTERY,"$5.00,$4.00,$4.50","1100MAH,650MAH,900MAH",CARTRIDGE BATTERIES,BATTERIES & CHARGER
EGO 1100MAH BATTERY,"
                Ego Battery 1100MahThe longer body and higher saving power bring better comfort for you. The battery uses high technology, including 3.3V constant voltage output, protections against short circuit, protection against over-charging and discharging, and ensures continuous working of atomizers. Ego Battery 1100Mah Features: 1100mAh high-safety,high-capacityhigh-magnificationhigh-stability dedicated lithium battery  
                              ","BRAND:
EGO BATTERIES",EGO 1100MAH BATTERY.png,EGO BATTERY,,,CARTRIDGE BATTERIES,BATTERIES & CHARGER
EGO 650MAH BATTERY,"
                Ego Battery 650MahThe longer body and higher saving power bring better comfort for you. The battery uses high technology, including 3.3V constant voltage output, protections against short circuit, protection against over-charging and discharging, and ensures continuous working of atomizers. Ego Battery 650Mah Features: 650mAh high-safety,high-capacityhigh-magnificationhigh-stability dedicated lithium battery  
                              ","BRAND:
EGO BATTERIES",EGO 650MAH BATTERY.png,EGO BATTERY,,,CARTRIDGE BATTERIES,BATTERIES & CHARGER
EGO 900MAH BATTERY,"
                Ego Battery 900MahThe longer body and higher saving power bring better comfort for you. The battery uses high technology, including 3.3V constant voltage output, protections against short circuit, protection against over-charging and discharging, and ensures continuous working of atomizers. Ego Battery 900Mah Features: 900mAh high-safety, high-capacityhigh-magnificationhigh-stability dedicated lithium battery 













 
                              ","BRAND:
EGO BATTERIES",EGO 900MAH BATTERY.png,EGO BATTERY 900Mah,,,CARTRIDGE BATTERIES,BATTERIES & CHARGER
EXXUS SNAP 3TEMP KIT,"
                Exxus Snap KitWe are proud to offer the Exxus Snap Cartridge Vaporizer by Exxus Vape. This is one of our latest offerings for those who vape essential oils and oils, but it follows in the footsteps of our other great devices like the Exxus GO. This is a great stealth unit that travels well thanks to its small size. It packs a powerful punch, delivers generous vapor and bold flavor, and has a 650 mAh battery that will power several vaping sessions.Exxus Snap Kit Features:


 Accommodates Larger CartomizersMagnetic Thread Adapters3 Voltage SettingsMicro USB ChargingHigh Rate Discharge Lithium Ion Battery2.5"" tall by 1"" wide 


Exxus Snap Kit Include


 1x Exxus Snap Battery1x Glass Cartomizer2x Magnetic Rings1x USB Charging Cable1x User ManualExxus Snap Kit Colors:Black, Blue, Gold, Grey, and SilverWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s
parent and subsidiary companies are not held responsible for any damage for any
modification of the batteries, chargers, devices and other products that we
carry in any form or shape, this is including pack making. 



SunshineNovelty.com and any or all of SunshineNovelty.com’s
parent and subsidiary companies will not be held responsible or liable for any
injury, damage, or defect, permanent or temporary that may be caused by the
improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly.

                              ","BRAND:
EXXUS",EXXUS SNAP 3TEMP KIT.png,CBD BATTERY,"$10.00,$10.00,$10.00,$10.00,$10.00","BLACK,BLUE,GOLD,GREY,SILVER",CARTRIDGE BATTERIES,BATTERIES & CHARGER
