title,description,Brand,imageName,Tags,price,Variation,category
LYRA REPLACEMENT POD BY LOST VAPE,"
                 The Lost Vape Lyra Replacement Pod is a refillable pod crafted for the Lost Vape Lyra Pod System, incorporating a 2mL capacity pod, replaceable coil with threaded connection, and comes with a mouthpiece cover that hides the coil installation point and top fill system's dual refill ports.Lost Vape Lyra Replacement Pod Features:2mL Capacity PodTop Fill System - Dual PortMouthpiece Cover Hides Coil and Fill PortsLost Vape Lyra Coil Series0.6ohm Mesh Coil1.4ohm MTL CoilThreaded Top ConnectionPackage Includes:1X Lyra Replacement PodWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
LOST VAPE",LYRA REPLACEMENT POD BY LOST VAPE.png,"LYRA,REPLACEMENT POD,LOST VAPE","$5.00,$5.00,$5.00","BLACK,BLUE,GREEN",POD SYSTEMS
LYRA KIT BY LOST VAPE,"
                 The Lost Vape LYRA Pod System is a more user-friendly e-cigarette designed and manufactured by Lost Vape Ltd. With a simple and unique design, Lost Vape Lyra kit makes it more convenient for you. Powered by a 1000mAh battery and operates between 10 and 20 watts. The pods use the unique pinch and pull drip tip technology and feature a smart design that makes filling as well as coil replacement easy. This light and portable device will bring you constant surprise. Lyra pod system, the perfect fit for you. Press the button 3 times in 2 seconds will allow you to cycle through three different power levels, giving you the ability to enjoy your clouds and nicotine hit. Lyra vape comes with two exclusive coils, Big e-liquid window, unique design for easy removal of the cap. 10 colors to choose from.Lost Vape Lyra 20W Pod System Features:Dimensions - 96.3mm by 30.8mm by 15.8mmIntegrated 1000mAh Rechargeable BatteryMax Wattage Output: 20W3 Power LevelsSingle Button OperationOptional Threaded Lanyard Attachment PointSide Airflow SlotsLED Battery Life Indicator RingSnap In Pod Connection2mL Capacity PodTop Fill System - Dual PortMouthpiece Cover Hides Coil and Fill PortsLost Vape Lyra Coil Series0.6ohm Mesh Coil1.4ohm MTL CoilThreaded Coil ConnectionShort Circuit ProtectionWeak Battery ProtectionTemperature ProtectionLow Resistance ProtectionHigh Resistance ProtectionMicroUSB PortAvailable in 10 coclorsPackage Includes:1 × Lyra device1 × 0.6Ω mesh coil for DL vaping1 × 1.2Ω regular coil for MTL vaping1 × USB cable1 × Warranty card1 × User Manual1 × Lyra LanyardWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
LOST VAPE",LYRA KIT BY LOST VAPE.png,"LYRA KIT,LOST VAPE,POD SYSTEM","$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00","BLACK LAVA,BLACK LEATHER,BLUE LEATHER,BLUE RIPPLE,GREEN LEATHER,GREEN PEACOCK,RAINBOW LEATHER,RAINBOW VORTEX,SILVER FANTASY,SILVER LEATHER",POD SYSTEMS
VOOPOO DRAG NANO REPLACEMENT POD,"
                VOOPOO Drag Nano Pod VOOPOO Drag Nano Replacment Pod is the original pod cartridge designed for DRAG Nano Pod System. The DRAG Nano Pod features a 1.0ml E-liquid capacity which can be conveniently refilled through the top side leakage-free hole. The DRAG Nano Pod utilizes a 1.8ohm coil to provide optimal flavor, specially designed for Nicotine Salt E-liquids.VOOPOO Drag Nano Replacment Pod Features:Designed for DRAG Nano1.0ml E-liquid CapacityPatented Top Side Filling1.8ohm Cellucotton CoilOptimized for Nic Salt E-liquidsEasy to ReplacePackage Includes:4X Replacment podsWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VOOPOO",VOOPOO DRAG NANO REPLACEMENT POD.png,,,,POD SYSTEMS
VAPORESSO ZERO POD ,"
                Vaporesso Renova ZERO Replacement Pod Cartridges – pack of 2The Vaporesso Renova ZERO Replacement Pods are specially designed for the ZERO Ultra Portable System, featuring a PTCG-constructed shell with 1.6mL juice capability as well as CCELL Coil with ceramic technology.Vaporesso ZERO Replacement Pod Features:1.0ohm CCELL Coil - rated for 7-12WPCTG ConstructionPush-to-Fill Design (PTF)Organic CottonProprietary ConnectionPackage Includes:2 PCTG Refillable Pod Cartridges of 2ml Capacity EachWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VAPORESSO",VAPORESSO ZERO POD .png,,,,POD SYSTEMS
VAPORESSO ZERO KIT ,"
                Vaporesso Renova ZERO Ultra Portable KitThe New Vaporesso Renova ZERO Ultrua portable Pod System has reset the bar for refillable POD systems. It comes with a new innovative Child-Proof Filling System, the Press to Fill (PTF) mechanism, which allows for easy filling and significantly reduces leakage. Renova’s cutting-edge Omni Board mini provides multiple safety protections. The built-in 650mAh battery includes with Quick Charging technology to halve your charging time. It takes only 45minutes to fully charge the 650mAh battery on the ZERO. The ZERO All-in-One Kit utilizes a CCELL Coil with ceramic heating elements for a flavorful and consistent vape with longer-lasting capability. You can now use the ON/OFF button to to power or set off your ZERO device and avoid any mishaps and choose your desired vaping mode with a few clicks. Optimized for entry level users and individuals looking for a high nicotine vape system, the Vaporesso ZERO System is a phenomeal option for the portable vape pods systems.Vaporesso Renova ZERO Ultra Portable Kit Features:Dimensions - 74.9mm by 40mm by 16mmAll-In-One SystemIntelligent OMNI Board Mini1.6mL Juice Capacity - PCTG Refillable PodIntegrated 650mAh Rechargeable BatteryWattage Output Range: 7-12.5WMinimum Resistance: 1.0ohmAuto Temperature ControlLow Liquid DetectionDirect Voltage Based Output ON/OFF Button Colorful LED Light Battery IndicatorPress-to-Fill (PTF) MechanismVaporesso CCELL Coil Technology1A MicroUSB Charging PortShort Circuit ProtectionNo Load ProtectionLow Resistance ProtectionOvertime ProtectionOvercharge ProtectionESD Circuit ProtectionPass-Through ProtectionNote: Install and Prime Coil Before Use.Package Contents:1 ZERO System1 PCTG Refillable Pod 1 10mL E-Juice Filling Bottle1 USB Charging Cable1 Warranty Card1 Instructional ManualWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VAPORESSO",VAPORESSO ZERO KIT .png,,"$13.99,$13.99,$13.99,$13.99,$13.99,$13.99,$13.99,$13.99,$13.99,$13.99","ARCTIC BLUE,BLACK,BLACK BONES,BLUE,FIREBALL,GREEN,ORANGE,RAINBOW,RED,SILVER",POD SYSTEMS
LOST VAPE ORION DNA REPLACEMENT POD ,"
                LOST VAPE ORION DNA REPLACEMENT POD The Orion DNA GO Replacement Pod Cartridges are brilliantly designed 3mL refillable cartridge built with an AFC drip tip and two types of coils: 0.25ohm SS316L (Vapor-Focused) and 0.5ohm SS316L (Flavor-Focused). Comes in a pack of two (2) pods.LOST VAPE ORION DNA REPLACEMENT POD  Features:2mL Refillable Pod Cartridge DesignEach Pod Lasts About 400 Puffs Per Pod0.25ohm SS316L Orion Pod - Vapor-Focused0.5ohm SS316L Coil Pod - Flavor-Focused - Recommend for Nic Salts at Low Power SettingMTL Delrin Widebore Drip TipAirflow Control Drip Tip: Direct-Lung and Mouth-to-LungOrganic CottonProprietary Pod Cartridge InstallationPackage Includes:(2) Orion DNA GO Replacement PodsWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
LOST VAPE",LOST VAPE ORION DNA REPLACEMENT POD .png,"LOST VAPE,ORION DNA KIT,POD SYSTEM","$6.00,$6.00","0.25 OHM,0.5 OHM",POD SYSTEMS
SUORIN AIR PLUS CARTRIDGE ,"
                SUORIN AIR PLUS CARTRIDGE The Suorin AIR PLUS Replacement Pods are a set of 3.2mL refillable pods featuring a 0.7ohm or 1.0ohm integrated coil option, oil baffle design to prevent leaks, and possesses a bottom fill system that is silicone stoppered. Suorin Air PLUS Replacement Pods Features:Fillable Pod - Replaceable Cartridge3.2mL Juice Capacity0.7ohm Atomizer - Optimized for Free-Based E-Liquid1.0ohm Atomizer - Optimized for Nicotine Salts E-LiquidHorizontal Coil AtomizerOrganic CottonBottom Fill System - Silicone StopperedOil Baffle DesignGold-Plated Magnetic ConnectionNot Compatible with Suorin Air Pods
                              ","BRAND:
SUORIN",SUORIN AIR PLUS CARTRIDGE .png,,"$2.25,$2.25","0.7,1.0",POD SYSTEMS
SUORIN AIR PLUS KIT,"
                 The Suorin AIR Plus Pod System elevates the original Suorin Air V2 to new heights, integrating an upgraded 930mAh rechargeable battery, improved 3.2mL pod capacity, and two different cartridges for free-based and nicotine salts E-Liquid. Upgrading the pod capacity from 2.0mL to 3.2mL, the Suorin AIR Plus contains much more juice than its predecessor, eliminating the need for refills. Along the same lines, Suorin has revisited the integrated battery within, improving the capacity to a whopping 930mAh rechargeable battery with 5-Levels LED Lights for indicators. At the base of the reinvented pod, Suorin has included the new Oil Baffle Design, preventing eLiquid from leaking from the central gold-plated metal contacts. Suorin has now provided two options for the pods, one measuring 0.7ohm optimized for free-base nicotine and 1.0ohm for nicotine salts, respectively.Suorin Air PLUS Pod System Features:All-In-One DesignDimensions - 93.2mm by 49.9mm by 9.9mmIntegrated 930mAh Rechargeable BatteryMax Wattage Output: 22WVoltage Output Range: 3.3-4.2VSuperior Zinc-Aluminium Alloy Chassis ConstructionDraw-Activated Firing MechanismFillable Pod System - Replaceable Cartridge3.2mL Juice Capacity0.7ohm Resistance - Optimized for Free-Based E-Liquid1.0ohm Resistance - Optimized for Nic Salts E-LiquidHorizontal Coil AtomizerOrganic CottonBottom Fill System - Silicone StopperedOil Baffle Design - Prevents LeaksGold-Plated Magnetic ConnectionNot Compatible with Suorin Air Pods5-LED Battery Life Indicator LightMicroUSB-C PortPackage Includes:1 Sourin Air Plus Device1 Sourin Air Plus Cartridge1 Warning Card1 User Manual1 USB Charging CableWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 
                              ","BRAND:
SUORIN",SUORIN AIR PLUS KIT.png,,"$19.00,$19.00,$19.00,$19.00,$19.00","BLACK,BLUE,GOLD,RED,SILVER",POD SYSTEMS
SMOK MICARE DEVICE,"
                SMOK MiCare Mod Wholesale | SMOK Alternative Wholesale
The  SMOK MiCare is specially designed for high viscosity oil, it has a built-in 700mAh battery to provide long vaping time, adjustable voltage to offer different 
vaping effects. Vibration function and LED design shows the usage 
status. The MiCare also implements a 10 second-preheat function, which 
can perfectly vaporize the oil and offer excellent flavor. The SMOK 
MiCare is a compact and exquisite device,
 it shaped like an old-school Zippo lighter but with a SMOK 
appearance, glossy finish and sleek cobra/resin. Hold it in your hand, 
you will know what masterpiece means.
Mod Features:
Size: 56.0*43.0*148mmWeight: 69gBattery Capacity: 700mAhStandby Current: <50uAInput Voltage: 3.3V-4.2VOutput Voltage: 3.0V-4.1VOutput Wattage: 5W-25WCharging Current: Max: 0.4ACharging Voltage: 5VPreheating Output: 1.3WOvercharge Voltage: 2.4VOvercharge Current: 1.0A
Package Contents:
1x MiCare Device1x Lanyard2x Adapter1x USB Cable1x User Manual WARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK MICARE DEVICE.png,,"$14.00,$14.00,$14.00,$14.00,$14.00,$14.00","7 COLOR COBRA,BLACK AND WHITE,BLACK COBRA,BLACK COBRA,BLUE BLACK RESIN STREAK,BLUE BROWN RESIN STREAK",POD SYSTEMS
ASPIRE AVP AIO POD SYSTEM KIT,"
                  The Aspire AVP AIO Pod System has a stylish and multiangular design constructed of zinc alloy and featuring carbon fiber-like panels. A hexagon shaped single button acts as the battery life indicator, a simple on or off switch with five clicks, and the output wattage cycle with two clicks. The AVP can be adjusted to 3 different wattage settings with just a couple clicks of the button. The output wattage can be set to 8W, 10W, or 12W, giving you plenty of options to suit your vaping preferences, while also allowing the wattage remain constant regardless of the level of charge in the battery. The AVP pod replacment can accommodate a maximum 2ml of e-liquid, and attaches to the device with strong magnetic connections. Filling the pod is simple; locate the silver slot on the bottom and push down with the tip of your juice bottle. This receding metal piece also acts as a safety precaution and to prevent juice from leaking. Internally, the AVP Pod utilizes a nichrome coil with 1.2 ohm resistance, perfectly suited for high resistance, mouth to lung vaping.  Colors: Grey, Orange Black, Rainbow, Purple Aspire AVP AIO Kit Includes: (1) Aspire AVP Device(2) Aspire AVP Refillable Pods(1) Micro USB Cable(1) Lanyard(1) Warranty Card(1) User Manual Aspire AVP AIO Kit Features: - Built-in 700mAh rechargeable battery- 2ml refillable pod with 1.2 ohm integrated nichrome coil- Draw activated firing- BYPASS mode- 3 stage power adjustment button- Zinc-aluminum alloy construction- Proprietary magnetic connection- Automatic cutoff- Short-circuit protection- Overcharge protection- Over heat protection- LED battery life indicator- Micro USB charging port Aspire AVP AIO Kit Specifications: Dimensions: 82mm x 39mm x 14mmCapacity: 2mlCoil Resistance: 1.2 ohmsWattage Output: 8W, 10W, & 12W - Dependent on selected mode.Recommended VG/PG Ratio: 70/30 VG/PGWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
ASPIRE",ASPIRE AVP AIO POD SYSTEM KIT.png,POD DEVICE,"$16.00,$16.00,$16.00,$16.00,$16.00,$16.00,$16.00,$16.00","BLACK,CHROME,GREEN,GREY,ORANGE,PURPLE,RAINBOW,RED",POD SYSTEMS
ASPIRE AVP AIO REPLACEMENT POD ,"
                ASPIRE AVP AIO REPLACEMENT POD Aspire AVP AIO replacement pods are authentic, refillable pods for the Aspire AVE AIO Kitthat have a 2ml eliquid capacity and a built-in 1.2 ohm nichrome coil or a 1.3 ohm ceramic coil. The nichrome AVP pods feature 100% organic wicking cotton, and both coil options are refillable via a bottom fill system, have two silicone stoppers to prevent any leaks or spills, and come in a pack of two (2). Aspire AVP AIO Replacement Pod Features: Capacity: 2mlCoil Resistance: 1.2 ohm (nichrome), 1.3 ohm (ceramic)Heating Element: Nichrome or CeramicWicking Material: 100% Organic CottonPackage Includes: 2 x Aspire AVP AIO replacement podsWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly.
                              ","BRAND:
ASPIRE",ASPIRE AVP AIO REPLACEMENT POD .png,"POD SYSTEM,ASPIRE,REPLACEMENT POD","$5.50,$5.50","AVP CERAMIC POD,AVP REGULAR POD",POD SYSTEMS
SUORIN EDGE KIT,"
                 The Suorin Vape EDGE Ultra Portable Pod Device presents a unique one-of-its-kind pod vaporizers, deploying a removable 230mAh battery design for quick charge use while maintaining the high-level craft within the case that Suorin has come to known for. The Suorin EDGE implements a clean-cut structural chassis with distinctive lines, featuring a replaceable battery functionality for quick-swap and the ultimate portability. The Suorin EDGE Pod System utilizes a convenient draw-activated firing mechanism with intuitive LED light indicator for battery assessment and a lock button to prevent accidental firing. The charging port features one of the first Type-C connector for quick and efficient use, capable for a full charge within 30 minutes. The 1.5mL Suorin EDGE Pod Cartridge (sold separately) has a resistance of 1.4ohm and can be convenient refilled with today's popular Nic Salts E-Liquids or regular free-based E-Liquids.Suorin EDGE Ultra Portable Pod System Features:All-in-One Design1.5mL Juice Capacity - Refillable Pod (Not Included)230mAh Rechargeable Battery - Removable DesignMaximum Wattage Output: 10WVoltage Output Range: 3.3-4.2VDirect Voltage-Based OutputDraw-Activated Firing MechanismFuturistic & Sleek DesignErgonomic Holster ClipSuorin EDGE Refillable Cartridge System1.4ohm Coil ResistanceLED Battery Light IndicatorType-C Charging Port - 450mA Current - 30 Minutes For Full ChargeAvailable in Black, Silver, Gold, Living Coral, Red, BlueIncludes:1 Suorin EDGE Device 2 Suorin EDGE Battery - 230mAh1 USB Type-C Cable1 Instructional ManualWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 
                              ","BRAND:
SUORIN",SUORIN EDGE KIT.png,POD DEVICE,"$19.00,$19.00,$19.00,$19.00,$19.00","BLACK,BLUE,GOLD,RED,SILVER",POD SYSTEMS
YOCAN EVOLVE 2.0 REFILLABLE REPLACEMENT PODS - PACK OF 4 ,"
                YOCAN EVOLVE 2.0 REFILLABLE REPLACEMENT PODS - PACK OF 4 The Yocan Evolve 2.0 Pods are designed and engineered for specific use with the Yocan Evolve 2.0. Each pack contains four of each variety, you can carry extras of either the oil pod, the e-liquid pod, or the wax concentrate pod. If you’d like you can stock on each pod variety allowing you to carry extra materials as you go.Yocan Evolve 2.0 Refillable Replacement Pods Features:Refillable Magnetic Connection Material-Specific Pod Ceramic Coil – For Oils and E-Liquids Quartz Dual Coil – For Wax Convenient Easy To UsePackage Includes:4 x Refillable PodsPackage Includes:E-LiquidsOilConcentrateWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
YOCAN",YOCAN EVOLVE 2.0 REFILLABLE REPLACEMENT PODS - PACK OF 4 .png,"REPLACEMENT PODS,YOCAN,EVOLVE,4 PACK","$6.00,$6.00,$6.00","EVOLVE 2.0 - CBD,EVOLVE 2.0 - CONCENTRATE,EVOLVE 2.0 - JUICE",POD SYSTEMS
SUORIN DROP KIT,"
                SOURIN DROP KITThe Sourin Drop Ultra Portable System is a robust and versatile water-drop style ultra portable pod system that features the intuitive Refillable Sourin Drop Cartridge System that allows you to utilize your favorite Salt Based Nicotine E-Liquids or Regular E-Liquids. Just like the Sourin Air, the Sourin Drop Ultra Portable System is an all in one system with draw activated firing, a magnetic pod system that can hold up to 2ml of E-Liquid, an atomizer resistance of 1.3 to 1.4 ohms and a maximum of 13W output . A 310 mAh built in battery powers the device and an LED battery life indicator indicates its battery life. The Sourin Drop Ultra Portable System is a simple and convenient all-in-one, ultra portable system that is perfect for users looking for a sleek, covert, all-day vaping device!Sourin Drop Kit Features:All in One SystemDraw Activated Firing13W Maximum OutputRefillable Suorin Pod System2ml Capacity1.3 to 1.4 ohm Atomizer ResistanceProprietary ConnectionPlug and Play ConnectionGold Plated Proprietary ConnectionPod Acts as Tip310 mAh Built In BatteryLED Battery Life IndicatorLocated Under the PodUSB Charging PortColors: Dark Blue | Green | Gold | Rainbow | Red | White | Yellow | Emerald Green | GreySourin Drop Dimensions49mm by 12mm by 73mmSourin Drop Kit Includes:One Sourin Drop Ultra Portable SystemOne Sourin Drop AtomizerOne Warning CardOne User ManualOne USB Charging CableWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 
                              ","BRAND:
SUORIN",SUORIN DROP KIT.png,"SUORIN,DROP,KIT,COLORS,DEVICES,","$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00,$18.00","DARK BLUE,EMERALD GREEN,GOLD,GREEN,RAINBOW,RED,WHITE,YELLOW",POD SYSTEMS
SMOK INFINIX PODS 3PK,"
                ﻿ The SMOK INFINIX Replacement Pod Cartridges features a refillable pod element with 2mL juice capacity, cleverly designed with simple refill method to accommodate a wide range flavorful nic salt e-juice.SMOK INFINIX Refillable Pod Catridge Features:Fillable Pod System - Replaceable Cartridge2mL Juice CapacityHorizontal Coil AtomizerOrganic CottonPropreitary Magnetized Gold-Plated ConnectionWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK INFINIX PODS 3PK.png,NEW,$5.00,SMOK INFINIX PODS,POD SYSTEMS
